342-342-621= -621
486-646(854= ERROR
777*5(680= ERROR
586)312-906= ERROR
285-970-793= -1478
852-858+946= 940
467*984+29= 459557
280+575+355= 1210
54(640+36= ERROR
789)46+591= ERROR
459)23)786= ERROR
521)863*956= ERROR
896)900(573= ERROR
89+199)927= ERROR
667*959+537= 640190
395(217+711= ERROR
798+854-219= 1433
386-566*315= -177904
943(924+660= ERROR
958(998)650= ERROR
625*939)603= ERROR
442-479-465= -502
523(89-418= ERROR
742-750+358= 350
477(466*384= ERROR
610)145-292= ERROR
908)579+40= ERROR
833-785+966= 1014
940+342-851= 431
221)924)505= ERROR
292+944+543= 1779
504(524+240= ERROR
599*244*330= 48231480
884*6(952= ERROR
842)752+206= ERROR
603(109+371= ERROR
656-165(713= ERROR
744*966+523= 719227
282-671+829= 440
298+780+34= 1112
237-554-105= -422
412+41*832= 34524
578+280-417= 441
276)620)522= ERROR
766(990+72= ERROR
503(419*599= ERROR
756*267+162= 202014
244(622*287= ERROR
56(636*383= ERROR
730(201(486= ERROR
437+23)898= ERROR
280+149+708= 1137
606+52*890= 46886
696+215+374= 1285
356-173+26= 209
961-932(278= ERROR
805+629-61= 1373
652+681-94= 1239
872)448+857= ERROR
995)561)677= ERROR
365-188(637= ERROR
997*137*354= 48352506
917-270-828= -181
109*371*801= 32391639
730(640)800= ERROR
517+108-288= 337
420*987(511= ERROR
492-42*912= -37812
783*258-809= 201205
168+797+708= 1673
764(562(614= ERROR
116)16-263= ERROR
99)962)711= ERROR
290(125(447= ERROR
911*740+311= 674451
939+666)594= ERROR
613-707+118= 24
242-574)500= ERROR
977+581+504= 2062
411(651+345= ERROR
260(534)17= ERROR
557)995*354= ERROR
629)694-532= ERROR
118+443(751= ERROR
95-665)919= ERROR
177+268+763= 1208
54-850)292= ERROR
680-893+542= 329
457+591-374= 674
17(783)853= ERROR
348+994(224= ERROR
121)356*584= ERROR
564-462-505= -403
250+480*539= 258970
228)383)699= ERROR
201(867(588= ERROR
637+866-684= 819
968-865+903= 1006
117)250-848= ERROR
316)232(333= ERROR
765)817)132= ERROR
334+865-779= 420
897*908)220= ERROR
815(799(335= ERROR
811+400-637= 574
822-142)242= ERROR
902*384+841= 347209
358)74+10= ERROR
861*174+20= 149834
522*14-155= 7153
343+945)426= ERROR
155*648-937= 99503
925+270(934= ERROR
494)257*331= ERROR
445+460-589= 316
270*195*142= 7476300
159*7*577= 642201
612*222(249= ERROR
567)183+467= ERROR
304+189(326= ERROR
857+189*188= 36389
700+831*569= 473539
739)645-551= ERROR
781)77(365= ERROR
927+131(62= ERROR
643*62-963= 38903
756*229(398= ERROR
166+268(747= ERROR
442(643)988= ERROR
903+854(56= ERROR
674*429)874= ERROR
795*706*489= 274461030
563+312-791= 84
712(423+445= ERROR
414(501(970= ERROR
206(355*791= ERROR
494-8+529= 1015
232+548+410= 1190
749+758)890= ERROR
44*632+918= 28726
330(763)234= ERROR
186*688+921= 128889
639+126*849= 107613
665)107*272= ERROR
290-245+522= 567
711+462-484= 689
239*403(840= ERROR
43-583)544= ERROR
764-3*590= -1006
316*681+90= 215286
219+371-485= 105
321)520-621= ERROR
343(426)722= ERROR
874+289+675= 1838
355(552)529= ERROR
944+737(842= ERROR
646)898)37= ERROR
596*97(829= ERROR
938*1+953= 1891
154)761-505= ERROR
852)522(889= ERROR
502-459(612= ERROR
651)965)718= ERROR
730*405(869= ERROR
323*168-917= 53347
641(376)263= ERROR
470+962-368= 1064
649-268*703= -187755
807)931+426= ERROR
506+484+398= 1388
907+900+496= 2303
926)331-903= ERROR
741(384-582= ERROR
524-9-448= 67
320-636(227= ERROR
737+846*352= 298529
205-167+86= 124
879)157)859= ERROR
179*935*878= 146946470
547)768-547= ERROR
773)483)418= ERROR
512+111+799= 1422
352*346*840= 102305280
273-460(761= ERROR
344)664(416= ERROR
5*228+535= 1675
445)960-148= ERROR
764+316+349= 1429
666)236+614= ERROR
877(256*229= ERROR
164)937)648= ERROR
454+384+811= 1649
145+877)538= ERROR
63-298)47= ERROR
232+184(659= ERROR
805(429(479= ERROR
788+825+717= 2330
40)184(190= ERROR
330*709)317= ERROR
868*637(566= ERROR
471-722(561= ERROR
499(443*79= ERROR
194+439+269= 902
962+633*724= 459254
120)89*390= ERROR
454(706*637= ERROR
572+117*278= 33098
668-24*300= -6532
515)498+866= ERROR
868+734-291= 1311
641)683(725= ERROR
855+804)182= ERROR
278*725-177= 201373
562*668-447= 374969
132(858(72= ERROR
555-821(396= ERROR
209*806+961= 169415
845*911+111= 769906
760+43*631= 27893
164+284)160= ERROR
580*20(62= ERROR
357-662*755= -499453
237(589+779= ERROR
217-774*367= -283841
810-302-892= -384
374+639-767= 246
393*812*947= 302202852
55)42-92= ERROR
17*82+543= 1937
581)549+126= ERROR
302(173-318= ERROR
835(77+379= ERROR
599)468-599= ERROR
837)612)35= ERROR
69)65)496= ERROR
457+510(732= ERROR
15+580)367= ERROR
706*552+461= 390173
397*183)808= ERROR
67+98)106= ERROR
397+650+909= 1956
874*798)302= ERROR
588*207-485= 121231
515)838-721= ERROR
975*879+713= 857738
773+845-549= 1069
692(191)842= ERROR
619-306*462= -140753
871-382+951= 1440
597-558-477= -438
493(911(746= ERROR
343-212-199= -68
126+339)197= ERROR
912*938-586= 854870
28-772+178= -566
206)509+671= ERROR
504*644+79= 324655
86)27*765= ERROR
665+29-941= -247
242*479(543= ERROR
706-891(808= ERROR
279)91-615= ERROR
209(73)258= ERROR
944-945(4= ERROR
66*125)479= ERROR
55-759(585= ERROR
784*465(18= ERROR
168-698-904= -1434
683-754)460= ERROR
156(671-327= ERROR
874(182-771= ERROR
267-625)392= ERROR
51+115(912= ERROR
733+296+392= 1421
726)708-890= ERROR
212+471*790= 372302
225+581-613= 193
24)255+172= ERROR
962*475)861= ERROR
564)735-461= ERROR
159-39+728= 848
820(663)209= ERROR
64-164-21= -121
18+561-631= -52
484(699-954= ERROR
271)425(681= ERROR
65(619+59= ERROR
517)228+25= ERROR
771)108)262= ERROR
788+627-192= 1223
661)367(791= ERROR
710-646*690= -445030
498*33-613= 15821
451-870-540= -959
728)876)843= ERROR
428-155)715= ERROR
260*742(559= ERROR
475(602)948= ERROR
408-646)248= ERROR
235(486)782= ERROR
611(799(376= ERROR
28)924(808= ERROR
582-336*813= -272586
537)698*876= ERROR
978*146)581= ERROR
340)898-911= ERROR
263+358)768= ERROR
526)53*832= ERROR
735*22(381= ERROR
533(790+294= ERROR
40+545+99= 684
179-986*668= -658469
792+976(689= ERROR
998(488(46= ERROR
510*156(407= ERROR
460)479)79= ERROR
910+342(301= ERROR
33*62)31= ERROR
278)20(972= ERROR
93-65(551= ERROR
884*252)311= ERROR
390-472)427= ERROR
655-110+615= 1160
773*40-308= 30612
122+934*461= 430696
764(549+297= ERROR
838*199-26= 166736
449*890-936= 398674
6)431+810= ERROR
9*490-747= 3663
835)495)612= ERROR
909-228-308= 373
595+997*871= 868982
125(703*767= ERROR
537)412-994= ERROR
828(526+11= ERROR
909*37(555= ERROR
358+321+487= 1166
434)154)565= ERROR
361+957*982= 940135
560(361(533= ERROR
654(529(976= ERROR
541+103*833= 86340
841(210)850= ERROR
978-618*508= -312966
575*780*361= 161908500
960*494-923= 473317
843*842(609= ERROR
859*55(801= ERROR
441+856+740= 2037
820+466(152= ERROR
970-531(736= ERROR
98-122)562= ERROR
561+105*422= 44871
23(293)74= ERROR
900-125+423= 1198
360(24+103= ERROR
32(584-886= ERROR
689-575-693= -579
699+708-926= 481
565-766+467= 266
564(545*412= ERROR
830-646-491= -307
712)949*337= ERROR
927)469+812= ERROR
180+183(299= ERROR
586*430-122= 251858
187)141-448= ERROR
968(318-825= ERROR
589(814*299= ERROR
130-741)548= ERROR
705(484*477= ERROR
942*503(892= ERROR
654)965*70= ERROR
739(459(743= ERROR
293*240*452= 31784640
47)774)262= ERROR
316-840+861= 337
702*923-244= 647702
973-276)313= ERROR
604+540*830= 448804
539(182-464= ERROR
214-310*103= -31716
473)984-31= ERROR
993+764-803= 954
325)373+764= ERROR
467+622-957= 132
125-948)550= ERROR
527-599*489= -292384
243-914(600= ERROR
678*460(901= ERROR
770+739(740= ERROR
542(560*187= ERROR
214*834(20= ERROR
887*387-462= 342807
304)95*221= ERROR
538+974*444= 432994
334-797(750= ERROR
686)19+823= ERROR
175+603-480= 298
741)218+315= ERROR
462)736(708= ERROR
71-211(171= ERROR
216+625(675= ERROR
680)763-990= ERROR
401+804+307= 1512
638)224-697= ERROR
134+668(26= ERROR
213*71+983= 16106
93(854(523= ERROR
28(746*438= ERROR
317*864(724= ERROR
198-340-542= -684
330+124)1= ERROR
173+753-405= 521
90-662+811= 239
636-510)104= ERROR
125+228(919= ERROR
284-60)130= ERROR
666-358*472= -168310
166(45(424= ERROR
704(622-704= ERROR
186+672-523= 335
454)697-939= ERROR
234-413*755= -311581
417)700+426= ERROR
85-641-614= -1170
43-536)68= ERROR
704-768*54= -40768
904)633)377= ERROR
833-300)403= ERROR
625(58)857= ERROR
699+926-589= 1036
220)543(818= ERROR
785*978-235= 767495
671)207*210= ERROR
169-792(328= ERROR
284*276)450= ERROR
156-81-801= -726
173-676)776= ERROR
535*505+181= 270356
612-597-645= -630
318*330(140= ERROR
805*542)2= ERROR
480*158(473= ERROR
983)867(304= ERROR
950*399+896= 379946
590*86-797= 49943
492-376-152= -36
893+647*781= 506200
295)867*325= ERROR
388)596-225= ERROR
852-225-302= 325
304)508+612= ERROR
157*879)823= ERROR
382(526-812= ERROR
170(703*972= ERROR
5*73(192= ERROR
502*930)154= ERROR
892(332(368= ERROR
30+202-513= -281
405)132)131= ERROR
68-221*630= -139162
112-319-631= -838
942+332*635= 211762
644(295)903= ERROR
489*476(271= ERROR
353)334-713= ERROR
139-806(507= ERROR
713+284*51= 15197
834*324(50= ERROR
211-747+889= 353
184-915)563= ERROR
389+934)248= ERROR
900-16)549= ERROR
921-522)559= ERROR
410)54-634= ERROR
941(843*961= ERROR
658*857+198= 564104
568+128)802= ERROR
831-778*512= -397505
551+706(397= ERROR
919+481-614= 786
805)239+814= ERROR
792*73+729= 58545
859-783(627= ERROR
852)712*145= ERROR
259)480)763= ERROR
21-637+167= -449
21)593)288= ERROR
935(956+901= ERROR
242(844+945= ERROR
196*450+18= 88218
797*334+802= 267000
217+525)565= ERROR
512+923)587= ERROR
790)789-264= ERROR
330*750+57= 247557
491(753)910= ERROR
431-152+658= 937
876)204*388= ERROR
474(832*201= ERROR
370*412*743= 113262920
8(772(138= ERROR
570(865(801= ERROR
852)911-173= ERROR
403+420-246= 577
940)775(164= ERROR
518(795*27= ERROR
859+384-138= 1105
577-555*335= -185348
140+868)554= ERROR
610*271(683= ERROR
400)443*158= ERROR
896+694-774= 816
115-76(282= ERROR
471-923+959= 507
313-669)751= ERROR
199*694-762= 137344
913+614+734= 2261
190-157-88= -55
968-683-760= -475
853+236*459= 109177
217+501+595= 1313
717-263(194= ERROR
278+407*241= 98365
710-423)939= ERROR
157)845-119= ERROR
318-954*391= -372696
141*701(852= ERROR
946*780-349= 737531
830+993(849= ERROR
843-241*526= -125923
182+448-552= 78
460+414*599= 248446
564+500)46= ERROR
165(369*88= ERROR
565)439)417= ERROR
829+422*583= 246855
351+906-314= 943
950)591*626= ERROR
145(647+994= ERROR
3)476(445= ERROR
1(850+365= ERROR
644+509+795= 1948
720+847*554= 469958
489*189(422= ERROR
659(60)775= ERROR
757-661)580= ERROR
198)165)493= ERROR
253-580)527= ERROR
587*348)329= ERROR
313)337-388= ERROR
766+822)75= ERROR
834+527(677= ERROR
305+649)833= ERROR
137*272(459= ERROR
699(387+630= ERROR
684-317*643= -203147
882)210*292= ERROR
655)791)337= ERROR
591)65+651= ERROR
162*342*332= 18394128
739(622+91= ERROR
831*63)895= ERROR
838)486+142= ERROR
625-220*158= -34135
568-134+124= 558
952(716*769= ERROR
262-770(23= ERROR
881+571*810= 463391
236-729+785= 292
521-752-214= -445
489(493*574= ERROR
850)793+590= ERROR
240(618-45= ERROR
427+450(644= ERROR
435)196)644= ERROR
534-967-918= -1351
826*95+859= 79329
897*197)313= ERROR
746+752(675= ERROR
906*17)662= ERROR
265*861(329= ERROR
518(782*620= ERROR
583+536+11= 1130
227*158)791= ERROR
612)963*943= ERROR
390+16*947= 15542
237-514*752= -386291
480(64-575= ERROR
240*855+501= 205701
895-668*988= -659089
407-204-166= 37
296(605(44= ERROR
912+289(434= ERROR
361)898(745= ERROR
845*624*843= 444497040
688-662(492= ERROR
53*267)603= ERROR
978)433(589= ERROR
412+66(115= ERROR
479*836(262= ERROR
240-308+761= 693
347*459)456= ERROR
120*315)329= ERROR
694)197*700= ERROR
697*483-380= 336271
786+929)214= ERROR
145(528*253= ERROR
128-812+583= -101
400*893-881= 356319
675*74)833= ERROR
380+306)14= ERROR
746+819*152= 125234
130(714(394= ERROR
520*680(492= ERROR
938(815(14= ERROR
835-973(998= ERROR
745-593-480= -328
298-586(889= ERROR
890)311*518= ERROR
322+589(841= ERROR
748*545)505= ERROR
979)860-222= ERROR
255-406-666= -817
921(677(732= ERROR
857+853-56= 1654
100(957)539= ERROR
142+82+13= 237
98)660(920= ERROR
691*394*463= 126053602
751+984*197= 194599
116)781*334= ERROR
812-762)703= ERROR
17)333(419= ERROR
711-225(712= ERROR
490(644*214= ERROR
41)106(92= ERROR
690)792*622= ERROR
577+664+697= 1938
257+807(147= ERROR
299-508-523= -732
776+359(475= ERROR
124)984(622= ERROR
150+964*252= 243078
282)677+618= ERROR
231+623-445= 409
813*303(984= ERROR
945(139-516= ERROR
581-378)329= ERROR
845-325)652= ERROR
773-36(408= ERROR
278-18)940= ERROR
393)487)79= ERROR
115)705+322= ERROR
890*927-387= 824643
159+117-425= -149
459*896*954= 392345856
51*599-789= 29760
205*384*741= 58331520
483(785(402= ERROR
694-832)533= ERROR
132+861(560= ERROR
440+529*19= 10491
83(795(648= ERROR
727-554*382= -210901
27)88+724= ERROR
529+716)310= ERROR
848)580+601= ERROR
727)826*466= ERROR
119*802(625= ERROR
939)770-457= ERROR
369(586*359= ERROR
732-38+827= 1521
221*429)621= ERROR
80(228(272= ERROR
909(609+344= ERROR
753)341+463= ERROR
876)696-425= ERROR
390)878+257= ERROR
694*195)128= ERROR
681*870+477= 592947
394)194+887= ERROR
307(560)987= ERROR
149+285-580= -146
561*669+344= 375653
137+962(634= ERROR
322*858-914= 275362
570+998+312= 1880
942+404*825= 334242
173+61-341= -107
457*584-447= 266441
310(147)996= ERROR
857(157-126= ERROR
317*528+955= 168331
791-602+95= 284
250)834+933= ERROR
397*662+18= 262832
284)755)568= ERROR
203+708-942= -31
72)17-778= ERROR
566-24)869= ERROR
660)907*573= ERROR
385*744)796= ERROR
161*732(723= ERROR
92*489)909= ERROR
735*184+448= 135688
838)829*158= ERROR
909-441)346= ERROR
973(406(133= ERROR
433+978+427= 1838
870+428-708= 590
613)967)285= ERROR
218-555(391= ERROR
820*161(737= ERROR
905*161(22= ERROR
860)67-550= ERROR
984)255*979= ERROR
32)121(220= ERROR
216-753*614= -462126
481+17-253= 245
772+953(336= ERROR
583*934+70= 544592
256*198(937= ERROR
194(53-320= ERROR
554*787(826= ERROR
412-806+464= 70
275(959+413= ERROR
794(297+393= ERROR
983)250(965= ERROR
118(613-116= ERROR
950)472*957= ERROR
582(909-237= ERROR
579-478)219= ERROR
106-991*488= -483502
539(315*136= ERROR
530*2-244= 816
601(942)718= ERROR
22+307(910= ERROR
524*984-642= 514974
983(349)247= ERROR
693-262+281= 712
551*513-219= 282444
648)200)104= ERROR
775(714)253= ERROR
194+918(299= ERROR
998)816*826= ERROR
559+484(619= ERROR
289+221*10= 2499
833)283*72= ERROR
18*690*120= 1490400
852+580*487= 283312
796*918*6= 4384368
87)454(257= ERROR
386(159-498= ERROR
785-449+353= 689
410+945+583= 1938
488-179*955= -170457
411)527-780= ERROR
152(153-376= ERROR
383(422*889= ERROR
172(719(814= ERROR
776*517-704= 400488
535*358-420= 191110
857-520)621= ERROR
109(741-356= ERROR
623+885)367= ERROR
427*836)147= ERROR
619(185(325= ERROR
428*828)445= ERROR
733*345(961= ERROR
868)827)839= ERROR
366-759*539= -408735
384)479*374= ERROR
898+132*475= 63598
841-580+569= 830
484*89+915= 43991
980)13*484= ERROR
675)855+826= ERROR
746+727(571= ERROR
840)102)819= ERROR
57)570-720= ERROR
686(610-237= ERROR
430*568-824= 243416
68+269+355= 692
950-299-66= 585
678)930-264= ERROR
67+857-832= 92
870)254+139= ERROR
624+3-821= -194
669-256-478= -65
351*14+874= 5788
950)900+598= ERROR
926+128)939= ERROR
426*59-940= 24194
138-488+738= 388
157-692)791= ERROR
202*87)849= ERROR
404(950-87= ERROR
266)717(471= ERROR
579(271*371= ERROR
775-960(325= ERROR
327*617+307= 202066
731-543(964= ERROR
268*357-796= 94880
578+952*47= 45322
96(56+513= ERROR
591)557+842= ERROR
864*585(220= ERROR
44*756(45= ERROR
23(258(186= ERROR
573(684*247= ERROR
293(157+473= ERROR
955+953*271= 259218
466+222)920= ERROR
71)642)792= ERROR
384-209+10= 185
116+448*375= 168116
690)873-290= ERROR
846+622+699= 2167
120(552+45= ERROR
743(53)282= ERROR
388)518(209= ERROR
173(589-388= ERROR
723-237(786= ERROR
578-696)761= ERROR
769)192-689= ERROR
216(83)430= ERROR
288*689*932= 184938624
794+119-906= 7
195)137*775= ERROR
697+719*243= 175414
233*478*898= 100013852
964+181+949= 2094
871*323)823= ERROR
849+157)630= ERROR
920-874*581= -506874
892)758*275= ERROR
255+898)249= ERROR
788)444-343= ERROR
968*73-918= 69746
453)357-565= ERROR
69-379-262= -572
81-577)200= ERROR
755)241-122= ERROR
485)855+643= ERROR
64+180-617= -373
385(506-141= ERROR
856-671*990= -663434
115)141+788= ERROR
498(2*673= ERROR
136*531-605= 71611
11)862*262= ERROR
672(536-819= ERROR
261+131(440= ERROR
919-262)78= ERROR
731(599)263= ERROR
837*782-713= 653821
18(921(823= ERROR
124)100)689= ERROR
980*833+44= 816384
276*811)316= ERROR
49+319)230= ERROR
988)5*249= ERROR
719+710(233= ERROR
332+884-509= 707
627)670+823= ERROR
261+147(75= ERROR
917(81)20= ERROR
730)536+614= ERROR
857-659+983= 1181
869-640)810= ERROR
195(489-673= ERROR
228(766-675= ERROR
399+456*932= 425391
59(469-331= ERROR
893(750-462= ERROR
717(344+852= ERROR
188-191)727= ERROR
809-578+142= 373
441*673)156= ERROR
658-901(392= ERROR
900(454*96= ERROR
695(605)227= ERROR
426)706-492= ERROR
36*813)198= ERROR
987*264)524= ERROR
839-475+865= 1229
729+919*776= 713873
650*750-286= 487214
160)179)398= ERROR
162(965)954= ERROR
41)275*65= ERROR
5)121)845= ERROR
176)448+193= ERROR
898-629-207= 62
133*242(548= ERROR
768)373+482= ERROR
290-736+131= -315
668*894+826= 598018
441-166(134= ERROR
203+732+901= 1836
20*81(110= ERROR
364(485)972= ERROR
593*944(791= ERROR
711(270)15= ERROR
559+954*460= 439399
108+782)825= ERROR
426-890)556= ERROR
14+946(647= ERROR
640+693(638= ERROR
570)948*483= ERROR
40(365*394= ERROR
505(494*483= ERROR
425)84(875= ERROR
33+567*868= 492189
870(176)157= ERROR
175*373*894= 58355850
948(547)233= ERROR
434)421+503= ERROR
111(955-343= ERROR
188(894+665= ERROR
334+353(754= ERROR
182+459(269= ERROR
67(508-284= ERROR
166*607(763= ERROR
722)148+957= ERROR
897*812(611= ERROR
782+467(14= ERROR
391)311-145= ERROR
933*812-150= 757446
255(220)501= ERROR
829+8*210= 2509
533+650(476= ERROR
476(643)790= ERROR
408(401+867= ERROR
35)548)405= ERROR
604+658*774= 509896
854-66-602= 186
210*313)358= ERROR
306-979)357= ERROR
570(327+236= ERROR
876+447(272= ERROR
412)464-281= ERROR
627+349(598= ERROR
803+797+691= 2291
359+93*177= 16820
853+10(675= ERROR
741-42(308= ERROR
488-956-551= -1019
844-141)142= ERROR
57*494+620= 28778
506(817)883= ERROR
942+249)934= ERROR
157(704-614= ERROR
903-453+635= 1085
492-871+655= 276
226(194*903= ERROR
638+977-681= 934
310+514(801= ERROR
806*474-673= 381371
341(441-684= ERROR
439(369*455= ERROR
216*340-223= 73217
117+557-634= 40
926+942(820= ERROR
764)762*80= ERROR
557-531)48= ERROR
913+220+344= 1477
490-758+442= 174
419(301+684= ERROR
20+661)362= ERROR
268(749+805= ERROR
20(17(18= ERROR
119*326*759= 29444646
609+654+314= 1577
112+511-162= 461
442(574*419= ERROR
566)810+653= ERROR
784*637(353= ERROR
347+373-411= 309
931(592-831= ERROR
502(667-1= ERROR
581(225)781= ERROR
616-514-959= -857
326+811*254= 206320
441+555*222= 123651
25*410)695= ERROR
330)815(783= ERROR
353+156(312= ERROR
821+782)525= ERROR
951)300)146= ERROR
11+350-34= 327
408)799)81= ERROR
639(427+185= ERROR
52*50+110= 2710
734)173+183= ERROR
140)761(39= ERROR
86(397-435= ERROR
670)847*283= ERROR
290+355*305= 108565
478+560-699= 339
879-65(921= ERROR
345+257-648= -46
345(773-971= ERROR
660*925(139= ERROR
252-100+804= 956
170)124-244= ERROR
150(835*526= ERROR
799+506+615= 1920
405(303(546= ERROR
931(526+999= ERROR
646)433)504= ERROR
210+237+361= 808
7(344*295= ERROR
255(379*833= ERROR
58(376*730= ERROR
794-466+483= 811
738(586(311= ERROR
732-868+478= 342
349*816*860= 244914240
576)391+16= ERROR
806-488-714= -396
120)771*597= ERROR
930+365)446= ERROR
968*885(214= ERROR
437*779)246= ERROR
90+222+167= 479
800+719)945= ERROR
876)578(163= ERROR
360-961(556= ERROR
289(587(237= ERROR
464*360+73= 167113
128)801-789= ERROR
938)122)48= ERROR
791-676*249= -167533
943*680-569= 640671
736(301+635= ERROR
760*748(433= ERROR
53+71(850= ERROR
342(793*918= ERROR
28-464*817= -379060
456)928+145= ERROR
191)402+57= ERROR
491*577-939= 282368
913(141*102= ERROR
309*468-761= 143851
87)554-812= ERROR
362-650-800= -1088
871)115(123= ERROR
217(388(613= ERROR
185-240-859= -914
999)897)111= ERROR
826+792*830= 658186
430+821)891= ERROR
906-716*753= -538242
184-531+389= 42
808-685(57= ERROR
294(873(525= ERROR
447(238*791= ERROR
972)674*631= ERROR
162*851)176= ERROR
174*300+277= 52477
255*928(587= ERROR
92(22+321= ERROR
253)216(972= ERROR
62-737+701= 26
616+111(40= ERROR
127-711)779= ERROR
881(671(959= ERROR
797+223-989= 31
860+519)400= ERROR
117-667-886= -1436
105-377+818= 546
301+794(963= ERROR
97(985*782= ERROR
939-288-162= 489
740+592)851= ERROR
315+557+918= 1790
601(27*378= ERROR
187+597*828= 494503
453)947*820= ERROR
835+124(815= ERROR
189-133-458= -402
556*647)751= ERROR
291+782)492= ERROR
854-832-860= -838
534-595+173= 112
335+212(289= ERROR
704+829*304= 252720
895)122*895= ERROR
848-636+166= 378
427-265)552= ERROR
25*783)332= ERROR
351-571*905= -516404
579)874-963= ERROR
469)677+168= ERROR
355-336(398= ERROR
848*859-81= 728351
386+612)785= ERROR
543-760)217= ERROR
187*916*689= 118020188
780*169*209= 27550380
490)873)690= ERROR
277+947)183= ERROR
848)703)702= ERROR
668*521(597= ERROR
861(250-159= ERROR
557-396(696= ERROR
536+420)251= ERROR
93)110*565= ERROR
525+347-418= 454
602(336)866= ERROR
645(717*48= ERROR
621)150)552= ERROR
35-165(864= ERROR
324-813(790= ERROR
373+329(235= ERROR
607-258-691= -342
871-844-859= -832
522)317+363= ERROR
857*996(689= ERROR
385)473-237= ERROR
400+781(32= ERROR
945(461+737= ERROR
56-241)201= ERROR
557*309)526= ERROR
339)694)376= ERROR
559-711+805= 653
934(149*924= ERROR
997(684+91= ERROR
332(807+64= ERROR
693(169+610= ERROR
139)538)816= ERROR
730(272-518= ERROR
612-912+145= -155
770*268+386= 206746
120+55*363= 20085
464+742-829= 377
356)344)112= ERROR
994+961*260= 250854
986(477(597= ERROR
970(388*977= ERROR
813)142-770= ERROR
426(11*877= ERROR
321-87(233= ERROR
355+263(960= ERROR
457(478*79= ERROR
391+535-243= 683
115(424+14= ERROR
501-593)495= ERROR
865-394+211= 682
721(73+248= ERROR
262(882(199= ERROR
102(797+760= ERROR
408(110)78= ERROR
838+22-339= 521
422+79+607= 1108
463(311+291= ERROR
890*895+439= 796989
68)176(677= ERROR
256*858)533= ERROR
2-72(309= ERROR
185-29)408= ERROR
426-919(187= ERROR
856*400)69= ERROR
671*3+433= 2446
936*123+64= 115192
36*285*953= 9777780
494+402+138= 1034
557(135)643= ERROR
142+767-876= 33
949+632-648= 933
886)297+313= ERROR
575(252+430= ERROR
598)15+553= ERROR
344)629*725= ERROR
489-783)188= ERROR
568)674*719= ERROR
669*551+880= 369499
427+471+671= 1569
126-27(779= ERROR
130-611)245= ERROR
748)447(891= ERROR
743+662)280= ERROR
770*530*431= 175891100
406-73-355= -22
317)101+759= ERROR
33*390(256= ERROR
711(982+253= ERROR
218*888-958= 192626
968)426(498= ERROR
745)647-526= ERROR
516*589)387= ERROR
180-707)769= ERROR
819)494+896= ERROR
35+452-310= 177
243*132(880= ERROR
859)660*748= ERROR
672)918)946= ERROR
986-358(402= ERROR
391*608)45= ERROR
803)133+427= ERROR
361(989-663= ERROR
423+312(748= ERROR
841-858(97= ERROR
120*370)56= ERROR
683+671)468= ERROR
333*525)138= ERROR
659-282*615= -172771
4)51(384= ERROR
795+340*399= 136455
651+364+658= 1673
247+867*118= 102553
776*862)292= ERROR
890-922+69= 37
634(151(883= ERROR
384-971-625= -1212
457*658-631= 300075
460-449)257= ERROR
761*884+154= 672878
872(737*726= ERROR
239-872*881= -767993
959+678*125= 85709
533(229+65= ERROR
262-963+648= -53
189*915*448= 77474880
715-467)651= ERROR
522(234-607= ERROR
490+660-521= 629
945+44-83= 906
491)730(737= ERROR
734*830+691= 609911
404)803(595= ERROR
709+115-866= -42
858+551(114= ERROR
560+140+30= 730
965+197(626= ERROR
877-239-253= 385
818+954+278= 2050
942(113(462= ERROR
754*115+639= 87349
466+951*917= 872533
718(1+912= ERROR
979)640(512= ERROR
774(193-911= ERROR
375-87(375= ERROR
835(549(426= ERROR
665-934+58= -211
877-307+258= 828
838*366+419= 307127
104(959+943= ERROR
104*914(522= ERROR
580-42+804= 1342
481-493(587= ERROR
109-850*20= -16891
153)379*68= ERROR
112+873(716= ERROR
366*38(906= ERROR
558-68(192= ERROR
239+280+208= 727
144(965-758= ERROR
393*496+165= 195093
10+100-754= -644
644-816*977= -796588
883+944)902= ERROR
235*515*229= 27714725
799+630+22= 1451
128-619)968= ERROR
861(570(858= ERROR
854+371*954= 354788
709(331*866= ERROR
799(41(408= ERROR
205)877*39= ERROR
541+428(92= ERROR
973*36-82= 34946
377-96)133= ERROR
38*279+819= 11421
552)633(994= ERROR
480(772*87= ERROR
451+871*999= 870580
192*224-492= 42516
229(684)225= ERROR
52(985-294= ERROR
642)191)134= ERROR
97(299(162= ERROR
587)123)172= ERROR
598-724)89= ERROR
826-330-572= -76
719)896)237= ERROR
412+888-868= 432
624*3*53= 99216
399-799)830= ERROR
993*421*390= 163040670
287+566(323= ERROR
858+443-362= 939
342*218(299= ERROR
751-141)752= ERROR
639(721*945= ERROR
223+274(587= ERROR
135-70)19= ERROR
835(19+499= ERROR
128*297*139= 5284224
783*320*159= 39839040
409+849+69= 1327
236+693+460= 1389
104*511*434= 23064496
396)216-368= ERROR
570)426)374= ERROR
483-386(676= ERROR
420(546(371= ERROR
653*415)46= ERROR
680+577(616= ERROR
911*659(658= ERROR
402*373+355= 150301
135(520+197= ERROR
54(335(687= ERROR
837*804(351= ERROR
461(182)220= ERROR
222*806-117= 178815
464+96)405= ERROR
198)643*708= ERROR
645+614(700= ERROR
116)404-572= ERROR
316*917-265= 289507
536*38-263= 20105
